city,state_id,state_name
Aaronsburg,PA,Pennsylvania
Abanda,AL,Alabama
Abbeville,LA,Louisiana
Abbotsford,WI,Wisconsin
Abbott,TX,Texas
Abbottstown,PA,Pennsylvania
Abbs Valley,VA,Virginia
Abbyville,KS,Kansas
Abercrombie,ND,North Dakota
Aberdeen Gardens,WA,Washington
Aberdeen Proving Ground,MD,Maryland
Abernathy,TX,Texas
Abeytas,NM,New Mexico
Abie,NE,Nebraska
Abilene,TX,Texas
Abingdon,VA,Virginia
Abington,IN,Indiana
Abiquiu,NM,New Mexico
Abita Springs,LA,Louisiana
Abney Crossroads,SC,South Carolina
Abram,TX,Texas
Abrams,WI,Wisconsin
Absarokee,MT,Montana
Absecon,NJ,New Jersey
Absecon Highlands,NJ,New Jersey
Acacia Villas,FL,Florida
Acala,TX,Texas
Acalanes Ridge,CA,California
Acampo,CA,California
Accident,MD,Maryland
Accokeek,MD,Maryland
Accomac,VA,Virginia
Accord,NY,New York
Accoville,WV,West Virginia
Aceitunas,PR,Puerto Rico
Acequia,ID,Idaho
Achille,OK,Oklahoma
Ackerly,TX,Texas
Ackerman,MS,Mississippi
Ackermanville,PA,Pennsylvania
Ackley,IA,Iowa
Ackworth,IA,Iowa
Acme,WA,Washington
Acomita Lake,NM,New Mexico
Acorn,AR,Arkansas
Acres Green,CO,Colorado
Acton,CA,California
Acushnet Center,MA,Massachusetts
Acworth,GA,Georgia
Ada,OK,Oklahoma
Adair,IA,Iowa
Adair Village,OR,Oregon
Adairsville,GA,Georgia
Adairville,KY,Kentucky
Adak,AK,Alaska
Adams,WI,Wisconsin
Adams Center,NY,New York
Adams Lake,IN,Indiana
Adams Run,SC,South Carolina
Adamsburg,PA,Pennsylvania
Adamson,OK,Oklahoma
Adamstown,PA,Pennsylvania
Adamsville,AL,Alabama
Addieville,IL,Illinois
Addington,OK,Oklahoma
Addis,LA,Louisiana
Addison,TX,Texas
Addy,WA,Washington
Addyston,OH,Ohio
Adel,IA,Iowa
Adelanto,CA,California
Adeline,IL,Illinois
Adelino,NM,New Mexico
Adell,WI,Wisconsin
Adelphi,MD,Maryland
Adena,OH,Ohio
Adin,CA,California
Adjuntas,PR,Puerto Rico
Admire,KS,Kansas
Adona,AR,Arkansas
Adrian,MI,Michigan
Advance,NC,North Carolina
Adwolf,VA,Virginia
Aetna Estates,CO,Colorado
Affton,MO,Missouri
Afton,MN,Minnesota
Agar,SD,South Dakota
Agency,MO,Missouri
Agency Village,SD,South Dakota
Agenda,KS,Kansas
Ages,KY,Kentucky
Agnew,NE,Nebraska
Agoura Hills,CA,California
Agra,KS,Kansas
Agricola,MS,Mississippi
Agua Dulce,CA,California
Agua Fria,NM,New Mexico
Aguada,PR,Puerto Rico
Aguadilla,PR,Puerto Rico
Aguanga,CA,California
Aguas Buenas,PR,Puerto Rico
Aguas Claras,PR,Puerto Rico
Aguila,AZ,Arizona
Aguilar,CO,Colorado
Aguilares,TX,Texas
Aguilita,PR,Puerto Rico
Ahmeek,MI,Michigan
Ahoskie,NC,North Carolina
Ahtanum,WA,Washington
Ahuimanu,HI,Hawaii
Ahwahnee,CA,California
Ai,OH,Ohio
Aibonito,PR,Puerto Rico
Aiea,HI,Hawaii
Aiken,SC,South Carolina
Ailey,GA,Georgia
Ainaloa,HI,Hawaii
Ainsworth,NE,Nebraska
Air Force Academy,CO,Colorado
Airmont,NY,New York
Airport,CA,California
Airport Drive,MO,Missouri
Airport Heights,TX,Texas
Airport Road Addition,TX,Texas
Airway Heights,WA,Washington
Aitkin,MN,Minnesota
Ajo,AZ,Arizona
Ak Chin,AZ,Arizona
Akaska,SD,South Dakota
Ak-Chin Village,AZ,Arizona
Akeley,MN,Minnesota
Akhiok,AK,Alaska
Akiachak,AK,Alaska
Akiak,AK,Alaska
Akins,OK,Oklahoma
Akron,OH,Ohio
Akutan,AK,Alaska
Akwesasne,NY,New York
Alabaster,AL,Alabama
Alachua,FL,Florida
Alafaya,FL,Florida
Alakanuk,AK,Alaska
Alamance,NC,North Carolina
Alameda,CA,California
Alamillo,NM,New Mexico
Alamo,TX,Texas
Alamo Beach,TX,Texas
Alamo Heights,TX,Texas
Alamo Lake,AZ,Arizona
Alamogordo,NM,New Mexico
Alamosa,CO,Colorado
Alamosa East,CO,Colorado
Alanreed,TX,Texas
Alanson,MI,Michigan
Alapaha,GA,Georgia
Alatna,AK,Alaska
Alba,MO,Missouri
Albany,NY,New York
Albee,SD,South Dakota
Albemarle,NC,North Carolina
Albers,IL,Illinois
Albert,KS,Kansas
Albert City,IA,Iowa
Albert Lea,MN,Minnesota
Alberta,VA,Virginia
Alberton,MT,Montana
Albertson,NY,New York
Albertville,AL,Alabama
Albia,IA,Iowa
Albin,WY,Wyoming
Albion,MI,Michigan
Albright,WV,West Virginia
Albrightsville,PA,Pennsylvania
Albuquerque,NM,New Mexico
Alburnett,IA,Iowa
Alburtis,PA,Pennsylvania
Alcalde,NM,New Mexico
Alcan Border,AK,Alaska
Alcester,SD,South Dakota
Alcoa,TN,Tennessee
Alcolu,SC,South Carolina
Alcorn State University,MS,Mississippi
Alcova,WY,Wyoming
Alda,NE,Nebraska
Aldan,PA,Pennsylvania
Alden,IA,Iowa
Alder,WA,Washington
Alderpoint,CA,California
Alderson,WV,West Virginia
Alderton,WA,Washington
Alderwood Manor,WA,Washington
Aldie,VA,Virginia
Aldine,TX,Texas
Aldora,GA,Georgia
Aldrich,MO,Missouri
Aledo,TX,Texas
Aleknagik,AK,Alaska
Aleneva,AK,Alaska
Alex,OK,Oklahoma
Alexander,AR,Arkansas
Alexander City,AL,Alabama
Alexandria,VA,Virginia
Alexandria Bay,NY,New York
Alexis,IL,Illinois
Alfarata,PA,Pennsylvania
Alford,FL,Florida
Alfordsville,IN,Indiana
Alfred,TX,Texas
Alger,OH,Ohio
Algiers,VT,Vermont
Algodones,NM,New Mexico
Algoma,WI,Wisconsin
Algona,IA,Iowa
Algonac,MI,Michigan
Algonquin,IL,Illinois
Algood,TN,Tennessee
Alhambra,CA,California
Alhambra Valley,CA,California
Ali Chuk,AZ,Arizona
Ali Chukson,AZ,Arizona
Ali Molina,AZ,Arizona
Alianza,PR,Puerto Rico
Alice,TX,Texas
Alice Acres,TX,Texas
Aliceville,AL,Alabama
Alicia,AR,Arkansas
Aline,OK,Oklahoma
Aliquippa,PA,Pennsylvania
Aliso Viejo,CA,California
Alix,AR,Arkansas
Allakaket,AK,Alaska
Allardt,TN,Tennessee
Alleene,AR,Arkansas
Allegan,MI,Michigan
Alleghany,CA,California
Alleghenyville,PA,Pennsylvania
Alleman,IA,Iowa
Allen,TX,Texas
Allen Park,MI,Michigan
Allendale,MI,Michigan
Allenhurst,GA,Georgia
Allenport,PA,Pennsylvania
Allens Grove,WI,Wisconsin
Allenspark,CO,Colorado
Allensville,PA,Pennsylvania
Allensworth,CA,California
Allenton,WI,Wisconsin
Allentown,PA,Pennsylvania
Allenville,IL,Illinois
Allenwood,NJ,New Jersey
Allerton,IA,Iowa
Allgood,AL,Alabama
Alliance,OH,Ohio
Alligator,MS,Mississippi
Allison,IA,Iowa
Allison Gap,VA,Virginia
Allison Park,PA,Pennsylvania
Allisonia,VA,Virginia
Allouez,WI,Wisconsin
Allport,PA,Pennsylvania
Allyn,WA,Washington
Alma,MI,Michigan
Alma Center,WI,Wisconsin
Almanor,CA,California
Almedia,PA,Pennsylvania
Almena,WI,Wisconsin
Almira,WA,Washington
Almond,WI,Wisconsin
Almont,MI,Michigan
Almyra,AR,Arkansas
Aloha,OR,Oregon
Alondra Park,CA,California
Alpaugh,CA,California
Alpena,MI,Michigan
Alpha,NJ,New Jersey
Alpharetta,GA,Georgia
Alpine,CA,California
Alpine Northeast,WY,Wyoming
Alpine Northwest,WY,Wyoming
Alpine Village,CA,California
Alsace Manor,PA,Pennsylvania
Alsea,OR,Oregon
Alsen,ND,North Dakota
Alsey,IL,Illinois
Alsip,IL,Illinois
Alston,GA,Georgia
Alta,IA,Iowa
Alta Sierra,CA,California
Alta Vista,KS,Kansas
Altadena,CA,California
Altamahaw,NC,North Carolina
Altamont,OR,Oregon
Altamonte Springs,FL,Florida
Altavista,VA,Virginia
Altenburg,MO,Missouri
Altha,FL,Florida
Altheimer,AR,Arkansas
Altmar,NY,New York
Alto,GA,Georgia
Alto Bonito Heights,TX,Texas
Alto Pass,IL,Illinois
Alton,IL,Illinois
Altona,IL,Illinois
Altoona,PA,Pennsylvania
Altura,MN,Minnesota
Alturas,FL,Florida
Altus,OK,Oklahoma
Alum Creek,WV,West Virginia
Alum Rock,CA,California
Alva,OK,Oklahoma
Alvan,IL,Illinois
Alvarado,TX,Texas
Alverda,PA,Pennsylvania
Alvin,TX,Texas
Alvo,NE,Nebraska
Alvord,TX,Texas
Alvordton,OH,Ohio
Alzada,MT,Montana
Ama,LA,Louisiana
Amada Acres,TX,Texas
Amado,AZ,Arizona
Amador City,CA,California
Amador Pines,CA,California
Amagansett,NY,New York
Amagon,AR,Arkansas
Amalga,UT,Utah
Amana,IA,Iowa
Amanda,OH,Ohio
Amanda Park,WA,Washington
Amargosa,TX,Texas
Amargosa Valley,NV,Nevada
Amarillo,TX,Texas
Amasa,MI,Michigan
Amaya,TX,Texas
Amazonia,MO,Missouri
Amber,OK,Oklahoma
Amberg,WI,Wisconsin
Amberley,OH,Ohio
Ambia,IN,Indiana
Ambler,PA,Pennsylvania
Amboy,IL,Illinois
Ambridge,PA,Pennsylvania
Ambrose,GA,Georgia
Amelia,OH,Ohio
Amelia Court House,VA,Virginia
Amenia,ND,North Dakota
American Canyon,CA,California
American Falls,ID,Idaho
American Fork,UT,Utah
Americus,GA,Georgia
Amery,WI,Wisconsin
Ames,IA,Iowa
Ames Lake,WA,Washington
Amesti,CA,California
Amesville,OH,Ohio
Amherst,OH,Ohio
Amherst Junction,WI,Wisconsin
Amherstdale,WV,West Virginia
Amidon,ND,North Dakota
Amistad,TX,Texas
Amite City,LA,Louisiana
Amity,OR,Oregon
Amity Gardens,PA,Pennsylvania
Amityville,NY,New York
Ammon,ID,Idaho
Amo,IN,Indiana
Amonate,VA,Virginia
Amoret,MO,Missouri
Amorita,OK,Oklahoma
Amory,MS,Mississippi
Ampere North,NJ,New Jersey
Anacoco,LA,Louisiana
Anaconda,MT,Montana
Anacortes,WA,Washington
Anacua,TX,Texas
Anadarko,OK,Oklahoma
Anaheim,CA,California
Anahola,HI,Hawaii
Anahuac,TX,Texas
Anaktuvuk Pass,AK,Alaska
Anamoose,ND,North Dakota
Anamosa,IA,Iowa
Anatone,WA,Washington
Anawalt,WV,West Virginia
Anchor,IL,Illinois
Anchor Bay,CA,California
Anchor Point,AK,Alaska
Anchorage,AK,Alaska
Ancient Oaks,PA,Pennsylvania
Andale,KS,Kansas
Andalusia,AL,Alabama
Anderson,IN,Indiana
Anderson Creek,NC,North Carolina
Anderson Island,WA,Washington
Andersonville,OH,Ohio
Andover,MN,Minnesota
Andres,IL,Illinois
Andrew,IA,Iowa
Andrews,TX,Texas
Andrews AFB,MD,Maryland
Anegam,AZ,Arizona
Aneta,ND,North Dakota
Aneth,UT,Utah
Angel Fire,NM,New Mexico
Angelica,WI,Wisconsin
Angels,CA,California
Angie,LA,Louisiana
Angier,NC,North Carolina
Angle Inlet,MN,Minnesota
Angleton,TX,Texas
Angola,IN,Indiana
Angola on the Lake,NY,New York
Angoon,AK,Alaska
Angostura,SD,South Dakota
Anguilla,MS,Mississippi
Angus,TX,Texas
Angustura,NM,New Mexico
Angwin,CA,California
Aniak,AK,Alaska
Animas,PR,Puerto Rico
Anita,IA,Iowa
Aniwa,WI,Wisconsin
Ankeny,IA,Iowa
Anmoore,WV,West Virginia
Ann Arbor,MI,Michigan
Anna,TX,Texas
Anna Maria,FL,Florida
Annabella,UT,Utah
Annada,MO,Missouri
Annandale,VA,Virginia
Annapolis,MD,Maryland
Annapolis Neck,MD,Maryland
Annawan,IL,Illinois
Annetta,TX,Texas
Annetta North,TX,Texas
Annetta South,TX,Texas
Annex,OR,Oregon
Anniston,AL,Alabama
Annona,TX,Texas
Annville,KY,Kentucky
Anoka,MN,Minnesota
Anon Raices,PR,Puerto Rico
Anselmo,NE,Nebraska
Ansley,NE,Nebraska
Anson,TX,Texas
Ansonia,CT,Connecticut
Ansonville,NC,North Carolina
Ansted,WV,West Virginia
Antón Ruíz,PR,Puerto Rico
Antares,AZ,Arizona
Antelope,CA,California
Antelope Hills,WY,Wyoming
Anthem,AZ,Arizona
Anthon,IA,Iowa
Anthony,NM,New Mexico
Anthonyville,AR,Arkansas
Anthoston,KY,Kentucky
Antietam,MD,Maryland
Antigo,WI,Wisconsin
Antimony,UT,Utah
Antioch,CA,California
Antler,ND,North Dakota
Antlers,OK,Oklahoma
Antoine,AR,Arkansas
Anton,TX,Texas
Anton Chico,NM,New Mexico
Antonito,CO,Colorado
Antreville,SC,South Carolina
Antwerp,OH,Ohio
Anvik,AK,Alaska
Anza,CA,California
Anzac Village,NM,New Mexico
Apache,OK,Oklahoma
Apache Creek,NM,New Mexico
Apache Junction,AZ,Arizona
Apalachicola,FL,Florida
Apalachin,NY,New York
Apex,NC,North Carolina
Apison,TN,Tennessee
Aplin,AR,Arkansas
Aplington,IA,Iowa
Apollo,PA,Pennsylvania
Apollo Beach,FL,Florida
Apopka,FL,Florida
Appalachia,VA,Virginia
Apple Canyon Lake,IL,Illinois
Apple Creek,OH,Ohio
Apple Grove,WV,West Virginia
Apple Mountain Lake,VA,Virginia
Apple River,IL,Illinois
Apple Valley,CA,California
Appleby,TX,Texas
Applegate,MI,Michigan
Appleton,WI,Wisconsin
Appleton City,MO,Missouri
Applewold,PA,Pennsylvania
Applewood,CO,Colorado
Appling,GA,Georgia
Appomattox,VA,Virginia
Aptos,CA,California
Aptos Hills-Larkin Valley,CA,California
Aquadale,NC,North Carolina
Aquasco,MD,Maryland
Aquebogue,NY,New York
Aquia Harbour,VA,Virginia
Aquilla,OH,Ohio
Arab,AL,Alabama
Arabi,LA,Louisiana
Aragon,GA,Georgia
Aransas Pass,TX,Texas
Arapaho,OK,Oklahoma
Arapahoe,WY,Wyoming
Arbela,MO,Missouri
Arboles,CO,Colorado
Arbon Valley,ID,Idaho
Arbovale,WV,West Virginia
Arbuckle,CA,California
Arbury Hills,IL,Illinois
Arbutus,MD,Maryland
Arbyrd,MO,Missouri
Arcade,GA,Georgia
Arcadia,CA,California
Arcadia Lakes,SC,South Carolina
Arcadia University,PA,Pennsylvania
Arcanum,OH,Ohio
Arcata,CA,California
Archbald,PA,Pennsylvania
Archbold,OH,Ohio
Archdale,NC,North Carolina
Archer,FL,Florida
Archer City,TX,Texas
Archer Lodge,NC,North Carolina
Archie,MO,Missouri
Arco,ID,Idaho
Arcola,IL,Illinois
Arctic Village,AK,Alaska
Arden,DE,Delaware
Arden Hills,MN,Minnesota
Arden on the Severn,MD,Maryland
Arden-Arcade,CA,California
Ardencroft,DE,Delaware
Ardentown,DE,Delaware
Ardmore,OK,Oklahoma
Ardoch,ND,North Dakota
Ardsley,NY,New York
Arecibo,PR,Puerto Rico
Aredale,IA,Iowa
Arena,WI,Wisconsin
Arenas Valley,NM,New Mexico
Arendtsville,PA,Pennsylvania
Arenzville,IL,Illinois
Argenta,IL,Illinois
Argentine,MI,Michigan
Argo,AL,Alabama
Argonia,KS,Kansas
Argonne,WI,Wisconsin
Argos,IN,Indiana
Argusville,ND,North Dakota
Argyle,TX,Texas
Arial,SC,South Carolina
Arimo,ID,Idaho
Arion,IA,Iowa
Aripeka,FL,Florida
Arispe,IA,Iowa
Aristes,PA,Pennsylvania
Aristocrat Ranchettes,CO,Colorado
Ariton,AL,Alabama
Arivaca,AZ,Arizona
Arivaca Junction,AZ,Arizona
Arizona City,AZ,Arizona
Arizona Village,AZ,Arizona
Arjay,KY,Kentucky
Arkabutla,MS,Mississippi
Arkadelphia,AR,Arkansas
Arkansas City,KS,Kansas
Arkansaw,WI,Wisconsin
Arkdale,WI,Wisconsin
Arkoe,MO,Missouri
Arkoma,OK,Oklahoma
Arkport,NY,New York
Arkwright,SC,South Carolina
Arlee,MT,Montana
Arley,AL,Alabama
Arlington,VA,Virginia
Arlington Heights,IL,Illinois
Arma,KS,Kansas
Armada,MI,Michigan
Armington,IL,Illinois
Armona,CA,California
Armonk,NY,New York
Armorel,AR,Arkansas
Armour,SD,South Dakota
Armstrong,IA,Iowa
Arnaudville,LA,Louisiana
Arnegard,ND,North Dakota
Arnett,OK,Oklahoma
Arnold,MD,Maryland
Arnold City,PA,Pennsylvania
Arnold Line,MS,Mississippi
Arnolds Park,IA,Iowa
Arnoldsville,GA,Georgia
Arnot,PA,Pennsylvania
Aroma Park,IL,Illinois
Aromas,CA,California
Arona,PA,Pennsylvania
Arp,TX,Texas
Arpelar,OK,Oklahoma
Arpin,WI,Wisconsin
Arrey,NM,New Mexico
Arriba,CO,Colorado
Arrington,VA,Virginia
Arrow Point,MO,Missouri
Arrow Rock,MO,Missouri
Arrowhead Beach,NC,North Carolina
Arrowhead Lake,NJ,New Jersey
Arrowhead Springs,WY,Wyoming
Arrowsmith,IL,Illinois
Arroyo,PR,Puerto Rico
Arroyo Colorado Estates,TX,Texas
Arroyo Gardens,TX,Texas
Arroyo Grande,CA,California
Arroyo Hondo,NM,New Mexico
Arroyo Seco,NM,New Mexico
Artas,SD,South Dakota
Artemus,KY,Kentucky
Artesia,CA,California
Artesian,SD,South Dakota
Arthur,IL,Illinois
Arthurdale,WV,West Virginia
Arthurtown,SC,South Carolina
Artois,CA,California
Artondale,WA,Washington
Arvada,CO,Colorado
Arvin,CA,California
Asbury,IA,Iowa
Asbury Lake,FL,Florida
Asbury Park,NJ,New Jersey
Ascutney,VT,Vermont
Ash Flat,AR,Arkansas
Ash Fork,AZ,Arizona
Ash Grove,MO,Missouri
Asharoken,NY,New York
Ashaway,RI,Rhode Island
Ashburn,VA,Virginia
Ashby,MN,Minnesota
Ashdown,AR,Arkansas
Asheboro,NC,North Carolina
Asher,OK,Oklahoma
Asherton,TX,Texas
Asherville,KS,Kansas
Asheville,NC,North Carolina
Ashford,AL,Alabama
Ashippun,WI,Wisconsin
Ashkum,IL,Illinois
Ashland,CA,California
Ashland City,TN,Tennessee
Ashland Heights,SD,South Dakota
Ashley,PA,Pennsylvania
Ashley Heights,NC,North Carolina
Ashmore,IL,Illinois
Ashtabula,OH,Ohio
Ashton,ID,Idaho
Ashton-Sandy Spring,MD,Maryland
Ashville,OH,Ohio
Ashwaubenon,WI,Wisconsin
Ashwood,SC,South Carolina
Askewville,NC,North Carolina
Askov,MN,Minnesota
Asotin,WA,Washington
Aspen,CO,Colorado
Aspen Hill,MD,Maryland
Aspen Park,CO,Colorado
Aspen Springs,CA,California
Aspermont,TX,Texas
Aspers,PA,Pennsylvania
Aspinwall,PA,Pennsylvania
Assaria,KS,Kansas
Assumption,IL,Illinois
Astatula,FL,Florida
Astor,FL,Florida
Astoria,OR,Oregon
Atalissa,IA,Iowa
Atascadero,CA,California
Atascocita,TX,Texas
Atchison,KS,Kansas
Atco,NJ,New Jersey
Aten,NE,Nebraska
Atglen,PA,Pennsylvania
Athalia,OH,Ohio
Athelstan,IA,Iowa
Athena,OR,Oregon
Athens,GA,Georgia
Atherton,CA,California
Athol,ID,Idaho
Atka,AK,Alaska
Atkins,AR,Arkansas
Atkinson,NE,Nebraska
Atkinson Mills,PA,Pennsylvania
Atlanta,GA,Georgia
Atlantic,IA,Iowa
Atlantic Beach,FL,Florida
Atlantic City,NJ,New Jersey
Atlantic Highlands,NJ,New Jersey
Atlantic Mine,MI,Michigan
Atlantis,FL,Florida
Atlas,PA,Pennsylvania
Atlasburg,PA,Pennsylvania
Atmautluak,AK,Alaska
Atmore,AL,Alabama
Atoka,TN,Tennessee
Atomic City,ID,Idaho
Atqasuk,AK,Alaska
Attalla,AL,Alabama
Attapulgus,GA,Georgia
Attica,IN,Indiana
Attleboro,MA,Massachusetts
Attu Station,AK,Alaska
Atwater,CA,California
Atwood,KS,Kansas
Au Gres,MI,Michigan
Au Sable,MI,Michigan
Au Sable Forks,NY,New York
Auberry,CA,California
Aubrey,TX,Texas
Auburn,AL,Alabama
Auburn Hills,MI,Michigan
Auburn Lake Trails,CA,California
Auburndale,FL,Florida
Auburntown,TN,Tennessee
Aucilla,FL,Florida
Audubon,PA,Pennsylvania
Audubon Park,KY,Kentucky
August,CA,California
Augusta,GA,Georgia
Augusta Springs,VA,Virginia
Aulander,NC,North Carolina
Aullville,MO,Missouri
Ault,CO,Colorado
Aumsville,OR,Oregon
Aurelia,IA,Iowa
Aurora,CO,Colorado
Aurora Center,SD,South Dakota
Aurora Springs,MO,Missouri
Austell,GA,Georgia
Austin,TX,Texas
Austinburg,OH,Ohio
Austintown,OH,Ohio
Austinville,VA,Virginia
Austwell,TX,Texas
Autaugaville,AL,Alabama
Autryville,NC,North Carolina
Auxier,KY,Kentucky
Auxvasse,MO,Missouri
Ava,MO,Missouri
Avalon,PA,Pennsylvania
Avant,OK,Oklahoma
Avard,OK,Oklahoma
Ave Maria,FL,Florida
Avella,PA,Pennsylvania
Avenal,CA,California
Avenel,NJ,New Jersey
Aventura,FL,Florida
Avenue B and C,AZ,Arizona
Avera,GA,Georgia
Averill Park,NY,New York
Avery,TX,Texas
Avery Creek,NC,North Carolina
Avila Beach,CA,California
Avilla,IN,Indiana
Avimor,ID,Idaho
Avinger,TX,Texas
Avis,PA,Pennsylvania
Aviston,IL,Illinois
Avoca,PA,Pennsylvania
Avocado Heights,CA,California
Avon,OH,Ohio
Avon Lake,OH,Ohio
Avon Park,FL,Florida
Avon-by-the-Sea,NJ,New Jersey
Avondale,AZ,Arizona
Avondale Estates,GA,Georgia
Avonia,PA,Pennsylvania
Avonmore,PA,Pennsylvania
Avra Valley,AZ,Arizona
Awendaw,SC,South Carolina
Axis,AL,Alabama
Axson,GA,Georgia
Axtell,NE,Nebraska
Ayden,NC,North Carolina
Ayers Ranch Colony,MT,Montana
Aynor,SC,South Carolina
Ayr,NE,Nebraska
Ayrshire,IA,Iowa
Azalea Park,FL,Florida
Azalia,IN,Indiana
Azle,TX,Texas
Aztec,NM,New Mexico
Azure,MT,Montana
Azusa,CA,California
B and E,TX,Texas
Babb,MT,Montana
Babbie,AL,Alabama
Babbitt,MN,Minnesota
Babcock,WI,Wisconsin
Babson Park,FL,Florida
Bache,OK,Oklahoma
Backus,MN,Minnesota
Bacliff,TX,Texas
Baconton,GA,Georgia
Bad Axe,MI,Michigan
Baden,PA,Pennsylvania
Badger,AK,Alaska
Badger Lee,OK,Oklahoma
Badin,NC,North Carolina
Bagdad,FL,Florida
Baggs,WY,Wyoming
Bagley,MN,Minnesota
Bagnell,MO,Missouri
Bagtown,MD,Maryland
Baidland,PA,Pennsylvania
Bailey,NC,North Carolina
Bailey Lakes,OH,Ohio
Bailey's Crossroads,VA,Virginia
Baileys Harbor,WI,Wisconsin
Bailey's Prairie,TX,Texas
Baileyton,AL,Alabama
Baileyville,IL,Illinois
Bainbridge,GA,Georgia
Bainbridge Island,WA,Washington
Bainville,MT,Montana
Baird,TX,Texas
Bairdford,PA,Pennsylvania
Bairdstown,OH,Ohio
Bairoa La Veinticinco,PR,Puerto Rico
Bairoil,WY,Wyoming
Baiting Hollow,NY,New York
Bajadero,PR,Puerto Rico
Bajandas,PR,Puerto Rico
Baker,LA,Louisiana
Baker City,OR,Oregon
Bakerhill,AL,Alabama
Bakersfield,CA,California
Bakersfield Country Club,CA,California
Bakerstown,PA,Pennsylvania
Bakersville,NC,North Carolina
Bal Harbour,FL,Florida
Bala,KS,Kansas
Bala Cynwyd,PA,Pennsylvania
Balaton,MN,Minnesota
Balch Springs,TX,Texas
Balcones Heights,TX,Texas
Bald Eagle,PA,Pennsylvania
Bald Head Island,NC,North Carolina
Bald Knob,AR,Arkansas
Baldwin,NY,New York
Baldwin City,KS,Kansas
Baldwin Park,CA,California
Baldwinsville,NY,New York
Baldwinville,MA,Massachusetts
Baldwyn,MS,Mississippi
Balfour,NC,North Carolina
Ball,LA,Louisiana
Ball Club,MN,Minnesota
Ball Ground,GA,Georgia
Ball Pond,CT,Connecticut
Ballantine,MT,Montana
Ballard,UT,Utah
Ballenger Creek,MD,Maryland
Ballico,CA,California
Ballinger,TX,Texas
Ballou,OK,Oklahoma
Ballplay,AL,Alabama
Ballston Spa,NY,New York
Balltown,IA,Iowa
Ballville,OH,Ohio
Ballwin,MO,Missouri
Bally,PA,Pennsylvania
Balm,FL,Florida
Balmorhea,TX,Texas
Balmville,NY,New York
Balsam Lake,WI,Wisconsin
Balta,ND,North Dakota
Baltic,SD,South Dakota
Baltimore,MD,Maryland
Baltimore Highlands,MD,Maryland
Bamberg,SC,South Carolina
Bancroft,WI,Wisconsin
Bandana,KY,Kentucky
Bandera,TX,Texas
Bandon,OR,Oregon
Baneberry,TN,Tennessee
Bangor,ME,Maine
Bangor Base,WA,Washington
Bangs,TX,Texas
Banks,OR,Oregon
Banks Lake South,WA,Washington
Banks Springs,LA,Louisiana
Bankston,IA,Iowa
Banner,IL,Illinois
Banner Elk,NC,North Carolina
Banner Hill,TN,Tennessee
Banning,CA,California
Bannock,OH,Ohio
Bannockburn,IL,Illinois
Banquete,TX,Texas
Bantam,CT,Connecticut
Bantry,ND,North Dakota
Búfalo,PR,Puerto Rico
Bar Nunn,WY,Wyoming
Baraboo,WI,Wisconsin
Barada,NE,Nebraska
Baraga,MI,Michigan
Barahona,PR,Puerto Rico
Barataria,LA,Louisiana
Barbee,IN,Indiana
Barber,OK,Oklahoma
Barberton,OH,Ohio
Barbourmeade,KY,Kentucky
Barboursville,WV,West Virginia
Barbourville,KY,Kentucky
Barceloneta,PR,Puerto Rico
Barclay,NJ,New Jersey
Bard College,NY,New York
Bardmoor,FL,Florida
Bardolph,IL,Illinois
Bardonia,NY,New York
Bardstown,KY,Kentucky
Bardwell,KY,Kentucky
Bargaintown,NJ,New Jersey
Bargersville,IN,Indiana
Baring,WA,Washington
Bark Ranch,CO,Colorado
Barker Heights,NC,North Carolina
Barker Ten Mile,NC,North Carolina
Barkeyville,PA,Pennsylvania
Barksdale,TX,Texas
Barling,AR,Arkansas
Barlow,KY,Kentucky
Barnard,MO,Missouri
Barnardsville,NC,North Carolina
Barnegat Light,NJ,New Jersey
Barnes,KS,Kansas
Barnes City,IA,Iowa
Barnes Lake,MI,Michigan
Barnesdale,OR,Oregon
Barneston,NE,Nebraska
Barnesville,GA,Georgia
Barnett,MO,Missouri
Barneveld,WI,Wisconsin
Barney,ND,North Dakota
Barnhart,MO,Missouri
Barnhill,OH,Ohio
Barnsdall,OK,Oklahoma
Barnum,MN,Minnesota
Barnum Island,NY,New York
Barnwell,SC,South Carolina
Baroda,MI,Michigan
Baron,OK,Oklahoma
Barrackville,WV,West Virginia
Barranquitas,PR,Puerto Rico
Barre,VT,Vermont
Barrelville,MD,Maryland
Barrera,TX,Texas
Barrett,TX,Texas
Barrington,IL,Illinois
Barrington Hills,IL,Illinois
Barron,WI,Wisconsin
Barronett,WI,Wisconsin
Barrville,PA,Pennsylvania
Barry,IL,Illinois
Barryton,MI,Michigan
Barrytown,NY,New York
Barryville,NY,New York
Barstow,CA,California
Bartelso,IL,Illinois
Bartlesville,OK,Oklahoma
Bartlett,TN,Tennessee
Bartley,NE,Nebraska
Bartolo,PR,Puerto Rico
Barton,NM,New Mexico
Barton Creek,TX,Texas
Barton Hills,MI,Michigan
Bartonsville,MD,Maryland
Bartonville,IL,Illinois
Bartow,FL,Florida
Barview,OR,Oregon
Barwick,GA,Georgia
Basalt,CO,Colorado
Basco,IL,Illinois
Bascom,OH,Ohio
Basehor,KS,Kansas
Basile,LA,Louisiana
Basin,WY,Wyoming
Basin City,WA,Washington
Baskerville,VA,Virginia
